Store ID,Store Name,County,City,Address,Postal Code,Phone Number,Email,Manager Name,Inventory Count
949,"Scott, Mays and Morales",Greater Manchester,West Tiffanystad,704 Harris Curve,79022,+1-838-753-6347x26491,dianesolomon@example.org,Susan Oliver,2480
950,"Baker, Jensen and Michael",South Yorkshire,Port Breanna,881 Andrew Key,89125,883.545.9232x424,reginajackson@example.org,Kathy Owens,4961
951,Lawrence LLC,West Yorkshire,Ryanland,5315 John Alley,57768,(748)680-3177x87708,hubbardcarolyn@example.com,Melissa Barry MD,3787
952,Kelly Ltd,Hampshire,East Nicholas,398 John Islands,80165,001-355-839-2482x34021,johnlamb@example.com,Thomas Berry,3086
953,Guerrero Ltd,Buckinghamshire,Lake Andrewfort,109 Kirby Inlet,88649,279-550-9529x5184,casey17@example.net,Michael Fowler,805
954,Powell LLC,Nottinghamshire,New Gregory,68053 Tonya Ridge,39567,(499)636-5550,jenningscarrie@example.org,Emily Wallace,3818
955,Richard-Gonzales,Essex,New Courtney,17928 Koch Burg Suite 839,67508,001-880-548-2542x801,alvarezrobert@example.org,Theresa Harris,2534
956,Kelly Group,Kent,Matthewland,9093 Bird Cliffs,97821,3396789048,kramersarah@example.com,Dillon Jefferson,2006
957,Garza-Palmer,West Yorkshire,Hallland,713 Andrew Lock,29917,+1-534-467-9505,chartman@example.com,Julia Abbott,949
958,Murray-Stone,Merseyside,Scottview,5360 Ryan Shores,26087,901.954.7210,iwilcox@example.com,Steven Brown,4339
959,Mccoy Ltd,Leicestershire,West Samuel,773 James Ranch Suite 937,07437,8192330568,mosskaren@example.com,Jennifer Kirk,2931
960,"Fernandez, Wilson and Pratt",Essex,South Edward,18468 Woods Mews,94371,213.244.6771x269,sullivanelizabeth@example.net,Jacob Pruitt,4575
961,"Rice, Harris and Simpson",Nottinghamshire,Annbury,191 Kirk Mountain,91484,914.727.5325x808,elizabethaguirre@example.net,Eric Fox,3883
962,Avila LLC,West Midlands,East Christy,11198 Angela Motorway,16915,260-372-3676,dunnmark@example.net,Stacy Contreras,2855
963,"Lee, Copeland and Wood",Shropshire,Lauraland,5894 Ramirez Throughway,72101,907.963.6770x36988,crystal12@example.net,Samantha Alexander,3875
964,Hartman-Carson,Oxfordshire,Jordantown,54828 Joseph Drives,61378,(768)356-3092x893,sarah61@example.com,Dr. Robin Gibson,4940
965,Smith Ltd,Warwickshire,Davisshire,090 Sanchez Squares,70336,(510)678-1358x956,nhernandez@example.com,Kimberly Morton,4927
966,Garcia-Ortiz,Oxfordshire,New Jayberg,441 Dean Forges Apt. 912,35004,312.368.8534x5780,kevinmartin@example.com,Kelsey Beck,1179
967,Bridges LLC,South Yorkshire,Yatestown,61646 Aguirre Valleys Suite 671,85851,001-769-337-0020x728,nicholasholmes@example.net,Ashley Sims,3912
968,Molina-Dudley,Buckinghamshire,Port Kevin,11355 David Path,66879,(935)257-3637x2903,michael08@example.net,John Padilla,4053
969,Davis-Wilson,Warwickshire,Turnerfurt,886 Donna Ridges,37588,450.423.1293x11237,tommiller@example.com,Jennifer Lambert,3333
970,Robinson-Delgado,Gloucestershire,Johnsonmouth,242 Blackwell Fork,98683,729.795.0899x1789,poncesteven@example.org,Caleb James,4996
971,"King, Black and Perez",West Yorkshire,West Sarah,6832 Patrick Lake,17341,5246374508,zachary75@example.net,Catherine Sanders,2670
972,Smith PLC,Leicestershire,Port William,958 Shaw Valley Suite 411,63784,350-852-5742x68858,rparker@example.net,Laura Arias,4424
973,Franklin Inc,Kent,Sarahtown,2596 Thompson Underpass,18472,+1-506-560-9083x8621,penasteve@example.net,William Perez,2890
974,"Robinson, Blackburn and Torres",Hampshire,Frazierbury,83424 Jonathon Mill Suite 113,25505,862-549-3330,vbaker@example.com,Jenny Perkins,4606
975,Lewis Ltd,Merseyside,Coleton,560 Kristina Haven,16311,713-805-8738x65032,ryan60@example.net,Mary Franklin,4129
976,Murillo PLC,Nottinghamshire,Millsfurt,96304 Chris Green,75078,331-843-1327x7452,joshuafarrell@example.org,Rachael Little,3332
977,"Harrington, Watson and Taylor",Bedfordshire,South Emilyfort,5025 Hoffman Village Apt. 994,52574,001-604-417-8228x50003,brandonallen@example.org,Patricia Compton,1549
978,Kelley-Moody,Essex,West Nicolasside,26670 Jeffery Ville Suite 707,59426,+1-225-910-8193x304,solisdenise@example.com,Diana Phillips,4394
979,Jensen-Jones,Hertfordshire,East Denise,6421 Nelson Motorway,99216,893.894.4096x20711,michelegutierrez@example.net,James Ellis,4947
980,Powell Inc,Oxfordshire,Williammouth,033 Allison Glens,53500,001-828-988-5007x02536,wknox@example.org,Daniel Torres,894
981,Brown LLC,Bedfordshire,Port Kaylee,771 Underwood Courts Apt. 987,78442,812-394-1860x328,cedwards@example.org,Omar Diaz,3452
982,Murphy-White,Merseyside,Kristenmouth,047 Coleman Estate Apt. 589,59233,507.329.1798,bennettcameron@example.net,Chelsea Jones,2130
983,Johnston-Sims,Staffordshire,North Michellefort,450 Samantha Estate Suite 979,94247,(307)623-8655x0039,tina89@example.org,Kelsey Lopez,3619
984,Cain-Rivas,Greater Manchester,Port Calvin,9710 Glass Divide Suite 988,65569,996.405.6122,lanematthew@example.com,William Thompson,142
985,"Baxter, Reed and Parrish",Merseyside,Perezbury,429 Gina Locks Suite 740,50024,7475715584,greerchristopher@example.com,Andrea Graham,4778
986,Buck PLC,Surrey,Port Lauren,7039 Rocha Mountains Apt. 959,56253,273.355.3928x29438,alexzuniga@example.org,Virginia Williams,1050
987,Morgan-Campbell,Cambridgeshire,Butlerville,433 Jonathan Shores Apt. 886,69084,+1-943-633-6167x96248,bbullock@example.net,Eric Ferguson,853
988,Thomas Group,Cambridgeshire,West Cameronshire,326 Cody Wells,92732,(785)348-2140,matthew14@example.org,Justin Garcia,3473
989,Myers-Taylor,Northamptonshire,Teresaport,152 Rebecca Corners Suite 945,02660,3423194578,phillipsedgar@example.net,Laura Ramirez,1454
990,"Perez, Baird and Montes",Nottinghamshire,Hortonfurt,5305 Washington Route,52703,+1-324-243-4555x4497,hmonroe@example.org,Angela Martin,2390
991,"Smith, Boyd and Fields",Lincolnshire,Bethberg,503 Zimmerman Avenue,34232,+1-759-249-4061x2712,kevinwilson@example.com,Shannon Young,2668
992,Cohen Inc,Gloucestershire,New Andrew,7668 Blair Mission,42927,(384)941-4631,fostereric@example.com,Edward Williams,2956
993,Griffin-Day,Bedfordshire,North Kylemouth,040 Murray Plains Suite 636,10447,001-788-982-1813x4062,phillip51@example.net,Rachel Miller,3029
994,White-Drake,Northamptonshire,Hollandbury,70984 Taylor Alley Suite 374,81533,(488)568-7869x39740,ginarussell@example.com,Angela Thornton,4743
995,Keller Ltd,Essex,Port Jessicamouth,5924 Mcknight Rapid,66641,637.745.4694x45162,robertsonanne@example.com,Ashley Liu,3662
996,Smith-Nolan,Tyne and Wear,North Lisa,4162 Dean Alley Suite 787,14126,001-594-231-3229x1694,john36@example.com,Shawn Gutierrez,3411
997,"Davis, Williams and Smith",Kent,Emilyberg,5901 Gonzalez Extensions Apt. 715,42897,001-840-601-4646x519,amycamacho@example.com,Karen Baxter,2929
998,Oconnor-Thompson,Warwickshire,New James,363 Andrea Cliff,82451,001-915-331-7133,garyhaney@example.net,Bryan Jones,2614
999,Bernard Group,Bedfordshire,West Justin,7650 Madison Corners,59242,6306159892,kchavez@example.org,Jeremy King,1183
1000,Brown-Torres,Buckinghamshire,Ellisberg,38871 Donald Green,94069,460.377.8420x143,troy13@example.org,Melissa Nichols,2273
